,cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividades,cnae_fiscal,cnae_fiscal_secundaria,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,correio_eletronico,situacao_especial,data_situacao_especial,cnpj,cnpj_basico,razao_social,natureza_juridica,qualificacao_responsavel,porte_empresa,ente_federativo_responsavel,capital_social
26,42363511,0001,18,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 646.,02,20210323,00,,,20210323,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8660700,8800600",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,42363511000118,42363511,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 646.,2127,05,05,,179.28
27,42363539,0001,55,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 663.,02,20210323,00,,,20210323,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,42363539000155,42363539,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 663.,2127,05,05,,179.28
28,42365462,0001,52,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 650.,02,20210323,00,,,20210323,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,42365462000152,42365462,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 650.,2127,05,05,,179.28
29,42384235,0001,74,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 673.,02,20210421,00,,,20210421,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,42384235000174,42384235,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 673.,2127,05,05,,179.28
30,43039901,0001,08,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 705,02,20210602,00,,,20210602,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MENICAMAIS@BOL.COM.BR,,,43039901000108,43039901,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 705,2127,05,05,,179.28
31,43040381,0001,45,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 711,02,20210602,00,,,20210602,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43040381000145,43040381,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 711,2127,05,05,,179.28
32,43040785,0001,39,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 713,02,20210602,00,,,20210602,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31336780,,,,,MEDICALMAIS@BOL.COM.BR,,,43040785000139,43040785,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 713,2127,05,05,,179.28
33,43041013,0001,11,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 731,02,20210630,00,,,20210630,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640299,8650001,8650002,8650003,8650004,8640209,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43041013000111,43041013,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 731,2127,05,05,,179.28
34,43041817,0001,10,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 714,02,20210602,00,,,20210602,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8660700,8800600",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43041817000110,43041817,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 714,2127,05,05,,179.28
35,43041906,0001,67,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 720,02,20210623,00,,,20210623,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43041906000167,43041906,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 720,2127,05,05,,179.28
36,43042146,0001,02,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 728,02,20210630,00,,,20210630,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43042146000102,43042146,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 728,2127,05,05,,179.28
37,43052195,0001,26,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 656,02,20210323,00,,,20210323,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43052195000126,43052195,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 656,2127,05,05,,179.28
38,43053678,0001,45,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 700.,02,20210602,00,,,20210602,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31336780,,,,,MEDICALMAIS@BOL.COM.BR,,,43053678000145,43053678,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 700.,2127,05,05,,179.28
39,43061127,0001,23,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 657,02,20210323,00,,,20210323,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43061127000123,43061127,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 657,2127,05,05,,179.28
40,43061492,0001,38,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 717,02,20210611,00,,,20210611,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43061492000138,43061492,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 717,2127,05,05,,179.28
41,43062142,0001,96,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 716,02,20210611,00,,,20210611,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43062142000196,43062142,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 716,2127,05,05,,179.28
42,43062318,0001,00,1,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 715,02,20210611,00,,,20210611,8610101,"8610102,8621601,8630501,8630502,8630503,8630504,8630507,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640299,8650001,8650002,8650003,8650004,8650005,8650006,8650099,8711503,8800600,8660700",RUA,WALTER DA SILVA CASE,136,      A,MAURICIO DE NASSAU,55014770,PE,2381,81,31366780,,,,,MEDICALMAIS@BOL.COM.BR,,,43062318000100,43062318,MEDICALMAIS SERVICOS EM SAUDE LTDA SCP MAT 715,2127,05,05,,179.28
